,data,index,column,old,new
83,data,109467,play_text,"Corey McCullough kickoff for 10 yds ALCORN ST Penalty, illegal kicking (Corey McCullough) to the NMxSt 40","McCullough, C. kickoff 30 yards to the NMSU35, out-of-bounds, PENALTY ALCN illegal kicking (McCullough, C.) 5 yards to the NMSU40, 1st and 10, NMSU ball on NMSU40."
84,data,109725,yard_line,84,65
85,data,109725,play_text,"Austin Laszewski kickoff for 79 yds , Austin Maloney return for 17 yds to the FlaIn 22","Austin Laszewski kickoff for 60 yds , Austin Maloney return for 17 yds to the FlaIn 22"
86,data,112937,play_text,"Damon Foncham kickoff for 67 yds , Tra Minter return for 22 yds to the ARKST 48 SOUTH ALABAMA Penalty, HL (10 Yards) to the SAlab 15","Foncham, Damon kickoff 67 yards to the USA3, Minter, Tra return 22 yards to the USA25, clock 00:06, PENALTY USA HL (Flenord, Davyn) 10 yards to the USA15, 1st and 10, USA ball on USA15."
88,data,115383,play_text,"kickoff for 63 yds , Jashaun Corbin return for 36 yds to the TexAM 38","Luke Logan kickoff 63 yards to the TAMU2, Jashaun Corbin return 36 yards to the TAMU38 (C.J. Miller)."
89,data,115383,yard_line,5,65
90,data,115383,offense,Texas A&M,Ole Miss
91,data,115383,defense,Ole Miss,Texas A&M
92,data,119402,yard_line,75,65
93,data,119402,play_text,"Alex Probert kickoff for 65 yds , Joe Reed return for 90 yds for a TD (Brian Delaney KICK)","Alex Probert kickoff for 55 yds , Joe Reed return for 90 yds for a TD (Brian Delaney KICK)"
94,data,122227,yard_line,30,35
95,data,122227,play_text,Zachary Block kickoff for 70 yds for a touchback,Zachary Block kickoff for 65 yds for a touchback
96,data,122930,play_type,Kickoff,Punt
97,data,122930,play_text,"Adam Mitcheson kickoff for 23 yds, downed at the KntSt 44","Adam Mitcheson punt for 23 yds, downed at the KntSt 44"
98,data,123253,yard_line,78,35
99,data,123253,play_text,"Andrew Gantz kickoff for 56 yds , Ronnie Jones return for 13 yds to the Toled 48 TOLEDO Penalty, Offensive Holding (10 Yards) to the Toled 12","GANTZ, Andrew kickoff 56 yards to the TOLEDO9, JONES, Ronnie return 13 yards to the TOLEDO22 (KENNEDY, Michae), PENALTY TOLEDO holding 10 yards to the TOLEDO12, 1st and 10, TOLEDO ball on TOLEDO12."
101,data,126953,yard_line,78,65
102,data,133678,yard_line,24,65
103,data,133678,play_text,"Ryan Jones kickoff for 55 yds , Adrian Killins Jr. return for 14 yds to the UCF 49 UCF Penalty, Offensive Holding (10 Yards) to the UCF 14","JONES, Ryan kickoff 55 yards to the UCF10, KILLINS, Adrian return 14 yards to the UCF24 (DUBLANKO, Joel), PENALTY UCF holding (PAYTON, Tristan) 10 yards to the UCF14, 1st and 10, UCF ball on UCF14."
104,data,145613,yard_line,77,65
105,data,145613,play_text,"Ryan Rimmler kickoff for 65 yds , Maurice Thomas return for 30 yds to the MiaOh 42","Ryan Rimmler kickoff for 53 yds , Maurice Thomas return for 30 yds to the MiaOh 42"
107,data,152577,yard_line,25,65
108,data,152588,play_text,"Jake Stone kickoff for 55 yds , Keion Davis return for 20 yds to the SOUFLA 45 MARSHALL Penalty, Offensive Holding (Xavier Gaines) to the Marsh 20","STONE, Jake kickoff 55 yards to the MAR10, DAVIS, Keion return 20 yards to the MAR30 (STONE, Jake), PENALTY MAR holding 10 yards to the MAR20, 1st and 10, MAR ball on MAR20."
109,data,152588,yard_line,70,35
